5.000000000000000000e+00 6.669999999999999929e+00 8.000000000000000167e-02
1.500000000000000000e+01 5.139999999999999680e+00 5.999999999999999778e-02
3.000000000000000000e+01 3.029999999999999805e+00 2.999999999999999889e-02
5.000000000000000000e+01 1.070000000000000062e+00 1.000000000000000021e-02
