17.853000	16.496414	16.199412	15.575636	14.981135	17.344344	17.655238
0.937000	0.777667	0.364434	0.468283	0.380963	1.279077	1.832674
1.461000	1.263360	1.369129	1.083367	0.980538	1.406968	1.454169
1.301000	1.024635	1.106281	0.715627	0.599378	1.330576	1.517430
-0.046000	-0.250261	-0.011910	-0.376999	-0.448763	-0.052451	-0.021364
0.186000	0.225975	0.244531	0.193029	0.166419	0.241901	0.246252
0.243000	0.231447	0.292857	0.158608	0.105051	0.276534	0.288389
0.137000	0.192094	0.109557	0.131454	0.114477	0.306967	0.375139
0.231000	0.290061	0.271119	0.243802	0.218136	0.354318	0.397305
-0.100000	-0.028884	-0.685689	-0.525497	-0.669753	0.475052	0.632216
0.029677	0.028254	0.007089	0.004475	0.001392	0.091449	0.146606
0.007356	0.028232	0.007132	0.004231	0.001247	0.092374	0.149142
0.002729	0.024114	0.007110	0.003336	0.000870	0.089499	0.146695
0.000855	0.014254	0.007107	0.001533	0.000412	0.089956	0.154741
0.000241	0.003976	0.007125	0.000433	0.000126	0.048822	0.128151
