16.462000	16.001750	16.156196	15.175419	14.774001	16.876838	17.312474
2.631000	2.269238	2.935812	1.675796	1.411023	2.776686	2.896715
1.354000	1.259420	1.268418	1.110608	1.031830	1.393901	1.443193
1.150000	0.949908	0.892723	0.688485	0.595198	1.254164	1.400785
-0.138000	-0.264249	-0.226217	-0.398067	-0.449869	-0.144659	-0.079996
0.246000	0.221323	0.244819	0.184626	0.160631	0.240249	0.245305
0.039000	0.100465	0.064310	0.041187	0.022396	0.178130	0.223966
0.176000	0.286318	0.299969	0.177130	0.140355	0.404866	0.450906
0.494000	0.354692	0.342725	0.282785	0.248382	0.429819	0.459379
0.630000	-0.172128	-0.609537	-0.555036	-0.670505	0.262422	0.485615
0.038868	0.029539	0.007075	0.009941	0.004420	0.060549	0.079816
0.039000	0.032191	0.006807	0.010758	0.004744	0.065065	0.085580
0.038991	0.034563	0.006951	0.011398	0.004557	0.069017	0.091615
0.038915	0.037471	0.006936	0.010011	0.003334	0.079122	0.105801
0.038535	0.029807	0.006981	0.004309	0.001019	0.092824	0.133342
