10.289000	10.724749	10.629383	10.302988	10.157446	11.235215	11.559099
2.500000	2.112768	2.024384	1.637002	1.449374	2.577537	2.773365
0.651000	0.961424	0.999999	0.750382	0.634183	1.116809	1.185603
0.842000	0.948289	1.104278	0.677856	0.588549	1.206567	1.319449
-0.359000	-0.342744	-0.392864	-0.430614	-0.464072	-0.197438	-0.134125
0.099000	0.055844	0.049956	0.028284	0.019303	0.091155	0.110152
0.073000	0.147029	0.149991	0.077625	0.044814	0.216776	0.252086
0.151000	0.289774	0.299938	0.203546	0.159983	0.371045	0.416812
0.312000	0.389485	0.378588	0.329638	0.299559	0.446721	0.468596
0.492000	-0.141395	-0.228553	-0.533894	-0.667470	0.288357	0.481272
0.072923	0.048160	0.034839	0.021245	0.012394	0.080338	0.098460
0.070335	0.054511	0.035561	0.025204	0.014801	0.088471	0.108152
0.063043	0.063113	0.047983	0.029594	0.017052	0.100206	0.122008
0.044384	0.079625	0.092491	0.032871	0.015340	0.127638	0.155981
0.020249	0.063521	0.007132	0.013189	0.004304	0.145875	0.184856
