10.787000	10.399685	10.084624	10.143591	10.068374	10.782379	11.042849
2.712000	2.121299	2.301874	1.701282	1.488758	2.518023	2.713852
0.987000	0.948082	0.948082	0.775464	0.606284	1.073802	1.137271
1.652000	1.806363	1.965695	1.623029	1.501534	1.927889	1.964113
-0.073000	-0.271126	-0.392837	-0.401854	-0.447301	-0.108998	-0.058206
0.023000	0.034719	0.013507	0.019191	0.014609	0.061110	0.079900
0.002000	0.166423	0.192858	0.081094	0.041388	0.232369	0.261580
0.470000	0.411318	0.490469	0.332424	0.284693	0.466967	0.484044
0.254000	0.188967	0.145750	0.147148	0.133772	0.250820	0.286663
0.040000	-0.284055	-0.761874	-0.604333	-0.704851	0.117981	0.329986
0.001884	0.000139	0.004025	0.000017	0.000007	0.001267	0.003749
0.001898	0.000168	0.003889	0.000020	0.000008	0.001531	0.004536
0.001914	0.000221	0.006957	0.000026	0.000010	0.001991	0.005785
0.001942	0.000407	0.005595	0.000047	0.000017	0.003674	0.009561
0.001982	0.001608	0.007056	0.000147	0.000045	0.014863	0.036180
