16.194000	16.140405	16.238815	15.347965	14.952605	16.945719	17.356574
2.305000	1.943777	1.781881	1.447787	1.243798	2.541137	2.775292
0.816000	0.828656	0.792556	0.668948	0.583757	0.992354	1.075399
0.935000	0.966033	0.959208	0.720783	0.625477	1.211285	1.325619
-0.246000	-0.281695	-0.297620	-0.373659	-0.425896	-0.176823	-0.101620
0.098000	0.091323	0.094579	0.060046	0.044247	0.124874	0.140897
0.084000	0.127893	0.049998	0.050526	0.026320	0.216084	0.252417
0.396000	0.363656	0.433346	0.257146	0.196510	0.446331	0.472523
0.262000	0.227707	0.163677	0.164362	0.143669	0.318572	0.371335
-0.757000	0.159979	0.456830	-0.323288	-0.532392	0.533202	0.662714
0.005332	0.000843	0.006927	0.000074	0.000019	0.006717	0.014637
0.006266	0.001049	0.007008	0.000089	0.000023	0.007881	0.016720
0.007808	0.001358	0.006492	0.000113	0.000029	0.010033	0.020404
0.013096	0.002402	0.007005	0.000174	0.000044	0.017247	0.033190
0.054635	0.005534	0.007002	0.000242	0.000052	0.041440	0.074424
