15.668000	14.369595	14.388430	13.343257	12.868096	15.504543	16.146784
1.355000	1.605394	1.650030	1.241264	1.045598	2.015227	2.252067
0.548000	0.437591	0.407467	0.412328	0.406339	0.480877	0.512769
1.673000	1.481759	1.964280	1.165374	1.013749	1.797977	1.904891
-0.304000	-0.081189	-0.011915	-0.193172	-0.256698	-0.025286	-0.011770
0.021000	0.019988	0.011767	0.013606	0.011800	0.029621	0.035855
0.218000	0.100181	0.007147	0.030313	0.014541	0.201313	0.242371
0.283000	0.325493	0.357148	0.209692	0.163012	0.425079	0.461238
0.336000	0.246062	0.163609	0.169914	0.145062	0.341649	0.383265
0.196000	-0.126294	-0.761911	-0.567189	-0.690463	0.331565	0.534372
0.011298	0.003358	0.005893	0.000260	0.000062	0.016154	0.024890
0.015544	0.003851	0.006590	0.000318	0.000073	0.017828	0.027162
0.025078	0.004589	0.006132	0.000369	0.000084	0.020053	0.030308
0.098373	0.005710	0.006832	0.000427	0.000084	0.025241	0.038081
0.066763	0.006897	0.006968	0.000175	0.000026	0.041321	0.066609
