15.897000	17.379620	17.916170	16.809217	16.467626	17.777684	17.890237
2.329000	2.604527	2.718348	2.300882	2.113272	2.840218	2.918931
0.741000	0.721394	0.722469	0.628463	0.580810	0.811135	0.859744
1.666000	1.468515	1.464466	1.232919	1.085532	1.686006	1.796247
-0.185000	-0.231538	-0.226221	-0.301405	-0.336761	-0.142264	-0.080358
0.084000	0.046871	0.035023	0.025373	0.017890	0.073645	0.087926
0.181000	0.240147	0.292903	0.183114	0.151626	0.278045	0.289475
0.166000	0.138541	0.106885	0.113412	0.106628	0.174773	0.195191
0.481000	0.465841	0.490342	0.432703	0.412411	0.485460	0.490332
-0.378000	-0.136360	-0.761875	-0.560143	-0.683886	0.524579	0.674039
0.180675	0.203423	0.221854	0.142947	0.108829	0.251506	0.269058
0.179937	0.190765	0.207275	0.120294	0.081759	0.244246	0.265394
0.166928	0.165102	0.178478	0.086380	0.050347	0.226907	0.253492
0.119509	0.114965	0.021642	0.041008	0.020664	0.177699	0.208225
0.052179	0.051114	0.006803	0.012779	0.006260	0.105864	0.127267
