16.813000	17.526166	17.914771	17.008444	16.710930	17.824359	17.913155
2.840000	2.567271	2.936296	2.091267	1.794087	2.857165	2.932144
0.784000	0.739570	0.743651	0.621745	0.558320	0.862764	0.933116
1.294000	0.954234	1.032336	0.726888	0.628026	1.172733	1.298787
-0.021000	-0.256525	-0.297572	-0.335527	-0.381171	-0.152087	-0.087985
0.065000	0.058375	0.048945	0.032824	0.022391	0.087104	0.103666
0.295000	0.128187	0.007147	0.047175	0.022650	0.220414	0.257523
0.391000	0.249841	0.261914	0.163386	0.129947	0.330541	0.373508
0.440000	0.433779	0.486195	0.355201	0.300859	0.474018	0.484983
-0.670000	0.430214	0.761881	-0.204541	-0.458938	0.689249	0.748185
0.072795	0.039722	0.007100	0.015154	0.007993	0.076905	0.104983
0.082934	0.044196	0.007124	0.016622	0.008354	0.084827	0.113768
0.098354	0.050413	0.007060	0.017993	0.008495	0.094613	0.125496
0.141175	0.061174	0.007097	0.017770	0.006257	0.118745	0.155610
0.270115	0.058810	0.007109	0.011883	0.002696	0.132129	0.174223
