16.268000	15.738004	15.518631	14.933472	14.532909	16.609134	17.043587
2.425000	2.374914	2.422477	1.975515	1.766319	2.728581	2.863556
0.464000	0.833461	0.844412	0.661221	0.573219	0.997619	1.091917
0.896000	1.498432	1.464484	1.282585	1.134708	1.718392	1.833582
-0.204000	-0.208673	-0.226186	-0.311972	-0.362925	-0.081684	-0.037116
0.146000	0.099199	0.095743	0.065496	0.048557	0.133489	0.153413
0.048000	0.147516	0.007146	0.049450	0.024264	0.242930	0.269522
0.398000	0.303365	0.261956	0.195959	0.152855	0.414436	0.457975
0.359000	0.206247	0.145771	0.152767	0.136492	0.285010	0.331359
0.447000	0.044307	0.380875	-0.410907	-0.589153	0.488995	0.641518
0.009641	0.000797	0.006724	0.000060	0.000016	0.008172	0.018369
0.011033	0.001009	0.007062	0.000080	0.000021	0.009484	0.020649
0.013181	0.001300	0.006797	0.000105	0.000028	0.011003	0.023015
0.019387	0.001862	0.006800	0.000124	0.000033	0.016060	0.032190
0.041550	0.001770	0.007109	0.000064	0.000017	0.023966	0.051904
