17.178000	14.138019	14.054316	13.414828	13.051678	14.995089	15.478599
1.642000	1.868631	1.651225	1.361956	1.160112	2.433920	2.673544
1.387000	1.282694	1.369144	1.101640	0.986364	1.399289	1.445103
1.256000	1.528801	1.536072	1.326257	1.183560	1.708316	1.809439
-0.235000	-0.364712	-0.416678	-0.444261	-0.470006	-0.216780	-0.140382
0.034000	0.056216	0.049761	0.031013	0.021873	0.092661	0.117348
0.101000	0.141599	0.150003	0.071233	0.039244	0.203292	0.236286
0.228000	0.329586	0.395229	0.199985	0.150367	0.433601	0.466183
0.134000	0.251724	0.217358	0.192503	0.165813	0.329454	0.373864
-0.620000	-0.238912	-0.761864	-0.610877	-0.710040	0.241125	0.454026
0.000205	0.003930	0.006829	0.000544	0.000155	0.017926	0.032846
0.000388	0.004590	0.007099	0.000602	0.000166	0.020610	0.036351
0.001377	0.005345	0.007128	0.000644	0.000155	0.024101	0.041645
0.000124	0.006852	0.007067	0.000525	0.000119	0.032662	0.055051
0.000004	0.007277	0.007110	0.000208	0.000045	0.056635	0.092877
