11.060000	10.882783	10.584664	10.373917	10.188267	11.537918	11.980512
0.597000	1.449314	1.393342	1.008338	0.802889	2.022567	2.430238
1.479000	1.283016	1.374001	1.122551	1.035091	1.411903	1.457343
1.803000	1.264916	1.250027	0.989477	0.831803	1.506763	1.648745
-0.167000	-0.231728	-0.011907	-0.382929	-0.445776	-0.085704	-0.042335
0.207000	0.219947	0.244789	0.191980	0.174059	0.238505	0.244251
0.069000	0.188683	0.278572	0.086464	0.043390	0.257640	0.279085
0.255000	0.280177	0.280932	0.178978	0.140375	0.389962	0.439271
0.278000	0.266726	0.253210	0.200833	0.171722	0.351373	0.393752
-0.201000	-0.131062	-0.761904	-0.533969	-0.667811	0.370576	0.574607
0.021018	0.006711	0.007130	0.001002	0.000300	0.026558	0.045029
0.028036	0.007954	0.006896	0.001169	0.000337	0.030447	0.051537
0.040814	0.009822	0.006960	0.001277	0.000325	0.036218	0.059934
0.068608	0.012495	0.007107	0.000928	0.000193	0.050521	0.083907
0.012201	0.007271	0.007126	0.000218	0.000049	0.074628	0.133302
